k,other,dim
4.0,0.01,1.184761754546039
4.0,0.012115276586285882,1.0923136643509792
4.0,0.014677992676220698,1.1314112404496104
4.0,0.01778279410038923,1.110167987269287
4.0,0.021544346900318832,1.1250833605484711
4.0,0.026101572156825358,1.2633037817939394
4.0,0.03162277660168379,1.2461385727702814
4.0,0.03831186849557287,1.3217716484384414
4.0,0.046415888336127774,1.2142793844097153
4.0,0.05623413251903491,1.250666035630712
4.0,0.06812920690579612,1.3441683612812267
4.0,0.08254041852680181,1.3880362958032202
4.0,0.1,1.4321680328062
4.0,0.12115276586285882,1.4497747572289805
4.0,0.1467799267622069,1.5410549670392695
4.0,0.1778279410038923,1.542816166226164
4.0,0.21544346900318834,1.6806466585918924
4.0,0.2610157215682536,1.670666579202333
4.0,0.31622776601683794,1.7112348904728543
4.0,0.3831186849557287,1.7581877542888769
4.0,0.46415888336127775,1.7963550994519113
4.0,0.5623413251903491,1.796002168071557
4.0,0.6812920690579611,1.8498246543582764
4.0,0.8254041852680182,1.8256824777863403
4.0,1.0,1.8356389528679942
4.350316728687368,0.01,1.0756290925553034
4.350316728687368,0.012115276586285882,1.1604969703769958
4.350316728687368,0.014677992676220698,1.0901948698111856
4.350316728687368,0.01778279410038923,1.1811898333749185
4.350316728687368,0.021544346900318832,1.1685162976819592
4.350316728687368,0.026101572156825358,1.245617841210966
4.350316728687368,0.03162277660168379,1.1785979322684235
4.350316728687368,0.03831186849557287,1.322633639094381
4.350316728687368,0.046415888336127774,1.2315475736385515
4.350316728687368,0.05623413251903491,1.283410527225157
4.350316728687368,0.06812920690579612,1.352180368257912
4.350316728687368,0.08254041852680181,1.3604059604008405
4.350316728687368,0.1,1.408478535400725
4.350316728687368,0.12115276586285882,1.4962938649030633
4.350316728687368,0.1467799267622069,1.5659274630326316
4.350316728687368,0.1778279410038923,1.542279808706625
4.350316728687368,0.21544346900318834,1.5770913071389203
4.350316728687368,0.2610157215682536,1.6851084067083468
4.350316728687368,0.31622776601683794,1.6764473088757206
4.350316728687368,0.3831186849557287,1.7161382399263636
4.350316728687368,0.46415888336127775,1.7821923325748747
4.350316728687368,0.5623413251903491,1.7921398573257334
4.350316728687368,0.6812920690579611,1.8301220345554816
4.350316728687368,0.8254041852680182,1.7839141754699614
4.350316728687368,1.0,1.8272254059105308
4.7313139099742925,0.01,1.1690112495316927
4.7313139099742925,0.012115276586285882,1.071246106638179
4.7313139099742925,0.014677992676220698,1.2108487803647525
4.7313139099742925,0.01778279410038923,1.1383690875898855
4.7313139099742925,0.021544346900318832,1.2238459634159775
4.7313139099742925,0.026101572156825358,1.1388670594042365
4.7313139099742925,0.03162277660168379,1.3154890557568866
4.7313139099742925,0.03831186849557287,1.2335276968971047
4.7313139099742925,0.046415888336127774,1.3289987730532773
4.7313139099742925,0.05623413251903491,1.2998799296348549
4.7313139099742925,0.06812920690579612,1.3388644099194442
4.7313139099742925,0.08254041852680181,1.3565698506799806
4.7313139099742925,0.1,1.4682039150622728
4.7313139099742925,0.12115276586285882,1.5099326144320913
4.7313139099742925,0.1467799267622069,1.4971008869507114
4.7313139099742925,0.1778279410038923,1.472712413836781
4.7313139099742925,0.21544346900318834,1.5990601326037557
4.7313139099742925,0.2610157215682536,1.6677433217530646
4.7313139099742925,0.31622776601683794,1.6439365107652304
4.7313139099742925,0.3831186849557287,1.7421004552210209
4.7313139099742925,0.46415888336127775,1.7790998108854887
4.7313139099742925,0.5623413251903491,1.7738460342116997
4.7313139099742925,0.6812920690579611,1.8449983344371435
4.7313139099742925,0.8254041852680182,1.8106494296458522
4.7313139099742925,1.0,1.8647537823428586
5.145678512808101,0.01,1.1597820276782271
5.145678512808101,0.012115276586285882,1.1794421148513885
5.145678512808101,0.014677992676220698,1.1852857233053848
5.145678512808101,0.01778279410038923,1.1909450570763662
5.145678512808101,0.021544346900318832,1.142140578095088
5.145678512808101,0.026101572156825358,1.1895099474496906
5.145678512808101,0.03162277660168379,1.216862527189507
5.145678512808101,0.03831186849557287,1.2786813688017862
5.145678512808101,0.046415888336127774,1.2497236502916826
5.145678512808101,0.05623413251903491,1.290194021033127
5.145678512808101,0.06812920690579612,1.3938653288236216
5.145678512808101,0.08254041852680181,1.3957188343597244
5.145678512808101,0.1,1.4141573281131117
5.145678512808101,0.12115276586285882,1.446693960029565
5.145678512808101,0.1467799267622069,1.555707648587204
5.145678512808101,0.1778279410038923,1.5891705210539009
5.145678512808101,0.21544346900318834,1.5755195445688241
5.145678512808101,0.2610157215682536,1.5915929304988758
5.145678512808101,0.31622776601683794,1.6903971518481407
5.145678512808101,0.3831186849557287,1.7594166573636034
5.145678512808101,0.46415888336127775,1.7882442811252102
5.145678512808101,0.5623413251903491,1.7871020893582275
5.145678512808101,0.6812920690579611,1.797043608175751
5.145678512808101,0.8254041852680182,1.8617410407266004
5.145678512808101,1.0,1.8302145583411382
5.596332828679055,0.01,1.1078275219590086
5.596332828679055,0.012115276586285882,1.1443303895227728
5.596332828679055,0.014677992676220698,1.2498390478839996
5.596332828679055,0.01778279410038923,1.1985818708704548
5.596332828679055,0.021544346900318832,1.241289638397396
5.596332828679055,0.026101572156825358,1.2127214427170385
5.596332828679055,0.03162277660168379,1.206015654214999
5.596332828679055,0.03831186849557287,1.294753062758548
5.596332828679055,0.046415888336127774,1.2238033710133691
5.596332828679055,0.05623413251903491,1.3212977289020569
5.596332828679055,0.06812920690579612,1.341010284309126
5.596332828679055,0.08254041852680181,1.3821433894624335
5.596332828679055,0.1,1.3567392843415513
5.596332828679055,0.12115276586285882,1.485454015216266
5.596332828679055,0.1467799267622069,1.5171045747832692
5.596332828679055,0.1778279410038923,1.561696276002005
5.596332828679055,0.21544346900318834,1.6234387672820834
5.596332828679055,0.2610157215682536,1.6944068930087746
5.596332828679055,0.31622776601683794,1.7137581342517887
5.596332828679055,0.3831186849557287,1.7655339372672356
5.596332828679055,0.46415888336127775,1.7864582358994665
5.596332828679055,0.5623413251903491,1.7882889350906082
5.596332828679055,0.6812920690579611,1.8240609830646701
5.596332828679055,0.8254041852680182,1.8266284064691354
5.596332828679055,1.0,1.850437034342338
6.086455080976199,0.01,1.2805851231836771
6.086455080976199,0.012115276586285882,1.27991733682208
6.086455080976199,0.014677992676220698,1.3304025443038063
6.086455080976199,0.01778279410038923,1.30511077233253
6.086455080976199,0.021544346900318832,1.351112648710325
6.086455080976199,0.026101572156825358,1.302698432589242
6.086455080976199,0.03162277660168379,1.3719879379243496
6.086455080976199,0.03831186849557287,1.4814021313626051
6.086455080976199,0.046415888336127774,1.3959957201847144
6.086455080976199,0.05623413251903491,1.529667671493782
6.086455080976199,0.06812920690579612,1.5316061913253995
6.086455080976199,0.08254041852680181,1.5751698867851616
6.086455080976199,0.1,1.6525139781812515
6.086455080976199,0.12115276586285882,1.7067457953384388
6.086455080976199,0.1467799267622069,1.7577510300719836
6.086455080976199,0.1778279410038923,1.7996079376895426
6.086455080976199,0.21544346900318834,1.8244971262340561
6.086455080976199,0.2610157215682536,1.9065152388301234
6.086455080976199,0.31622776601683794,1.9249121308310244
6.086455080976199,0.3831186849557287,1.9490821940939371
6.086455080976199,0.46415888336127775,1.9902426100928716
6.086455080976199,0.5623413251903491,2.0452018415067026
6.086455080976199,0.6812920690579611,2.0583109677557445
6.086455080976199,0.8254041852680182,2.07863664513933
6.086455080976199,1.0,2.067113104169372
6.619501839293746,0.01,1.3409715232310864
6.619501839293746,0.012115276586285882,1.263470172044458
6.619501839293746,0.014677992676220698,1.3267814841154222
6.619501839293746,0.01778279410038923,1.2941454488475768
6.619501839293746,0.021544346900318832,1.3670618315897463
6.619501839293746,0.026101572156825358,1.3030029918949941
6.619501839293746,0.03162277660168379,1.3772040514908577
6.619501839293746,0.03831186849557287,1.4086608463908101
6.619501839293746,0.046415888336127774,1.408060074863804
6.619501839293746,0.05623413251903491,1.495556581199152
6.619501839293746,0.06812920690579612,1.5824191345598342
6.619501839293746,0.08254041852680181,1.5609637387460458
6.619501839293746,0.1,1.5893686198762964
6.619501839293746,0.12115276586285882,1.641364838028782
6.619501839293746,0.1467799267622069,1.731236715750295
6.619501839293746,0.1778279410038923,1.762700074008988
6.619501839293746,0.21544346900318834,1.7881830527199065
6.619501839293746,0.2610157215682536,1.8597674961505999
6.619501839293746,0.31622776601683794,1.88617663006268
6.619501839293746,0.3831186849557287,1.9719626032517028
6.619501839293746,0.46415888336127775,2.006518097872559
6.619501839293746,0.5623413251903491,2.0564008399363742
6.619501839293746,0.6812920690579611,2.0632836830081294
6.619501839293746,0.8254041852680182,2.088063300657359
6.619501839293746,1.0,2.0784278102401412
7.1992323967640965,0.01,1.2945813979770806
7.1992323967640965,0.012115276586285882,1.3082896640664274
7.1992323967640965,0.014677992676220698,1.2772346403038823
7.1992323967640965,0.01778279410038923,1.3259019148287023
7.1992323967640965,0.021544346900318832,1.3632796715575752
7.1992323967640965,0.026101572156825358,1.3470712687476492
7.1992323967640965,0.03162277660168379,1.4112444490317422
7.1992323967640965,0.03831186849557287,1.4532219170838716
7.1992323967640965,0.046415888336127774,1.4381809365243412
7.1992323967640965,0.05623413251903491,1.4688957850346294
7.1992323967640965,0.06812920690579612,1.606013446941485
7.1992323967640965,0.08254041852680181,1.5690208455225692
7.1992323967640965,0.1,1.7270855020109739
