k,other,dim
4.0,0.01,1.4696100551108509
4.0,0.012115276586285882,1.5219290218778565
4.0,0.014677992676220698,1.4760084045183377
4.0,0.01778279410038923,1.5015623257339863
4.0,0.021544346900318832,1.589903264715071
4.0,0.026101572156825358,1.560845556977613
4.0,0.03162277660168379,1.5446275629082118
4.0,0.03831186849557287,1.5135139703587055
4.0,0.046415888336127774,1.569773441015596
4.0,0.05623413251903491,1.6172788251291843
4.0,0.06812920690579612,1.6669462036936358
4.0,0.08254041852680181,1.657389629010716
4.0,0.1,1.682164317481554
4.0,0.12115276586285882,1.6991835568460112
4.0,0.1467799267622069,1.7401919222674767
4.0,0.1778279410038923,1.8388077289780722
4.0,0.21544346900318834,1.804466444790976
4.0,0.2610157215682536,1.7941580692170163
4.0,0.31622776601683794,1.8512720632545507
4.0,0.3831186849557287,1.83917649504281
4.0,0.46415888336127775,1.9148304116394346
4.0,0.5623413251903491,1.873971194138874
4.0,0.6812920690579611,1.889669503571991
4.0,0.8254041852680182,1.7425481787343773
4.0,1.0,1.8454354528243357
4.350316728687368,0.01,1.5085545978764863
4.350316728687368,0.012115276586285882,1.4879752750417885
4.350316728687368,0.014677992676220698,1.5570968683456237
4.350316728687368,0.01778279410038923,1.5261167533376692
4.350316728687368,0.021544346900318832,1.5802177450478978
4.350316728687368,0.026101572156825358,1.5759951602688032
4.350316728687368,0.03162277660168379,1.5251037139859078
4.350316728687368,0.03831186849557287,1.5921580769620056
4.350316728687368,0.046415888336127774,1.6108312808518588
4.350316728687368,0.05623413251903491,1.612844368815262
4.350316728687368,0.06812920690579612,1.744253707274022
4.350316728687368,0.08254041852680181,1.719830320058652
4.350316728687368,0.1,1.7180724260500368
4.350316728687368,0.12115276586285882,1.7768074392195574
4.350316728687368,0.1467799267622069,1.828455338649037
4.350316728687368,0.1778279410038923,1.8139049092038102
4.350316728687368,0.21544346900318834,1.8018807869764726
4.350316728687368,0.2610157215682536,1.9112248783805215
4.350316728687368,0.31622776601683794,1.8510250412996436
4.350316728687368,0.3831186849557287,1.9323189972037351
4.350316728687368,0.46415888336127775,1.8236456964693297
4.350316728687368,0.5623413251903491,1.8923629178244121
4.350316728687368,0.6812920690579611,1.910750980932404
4.350316728687368,0.8254041852680182,1.9273477249987963
4.350316728687368,1.0,1.8862044217005485
4.7313139099742925,0.01,1.5734888680865708
4.7313139099742925,0.012115276586285882,1.5487963045253976
4.7313139099742925,0.014677992676220698,1.5785885059189326
4.7313139099742925,0.01778279410038923,1.5867029262520265
4.7313139099742925,0.021544346900318832,1.6406277635090794
4.7313139099742925,0.026101572156825358,1.5915744600051192
4.7313139099742925,0.03162277660168379,1.6577305875265542
4.7313139099742925,0.03831186849557287,1.631212805378248
4.7313139099742925,0.046415888336127774,1.6402765567233575
4.7313139099742925,0.05623413251903491,1.6564669144979762
4.7313139099742925,0.06812920690579612,1.6258287323442886
4.7313139099742925,0.08254041852680181,1.7387270491408617
4.7313139099742925,0.1,1.7681439842808369
4.7313139099742925,0.12115276586285882,1.79248288631089
4.7313139099742925,0.1467799267622069,1.8388716268389527
4.7313139099742925,0.1778279410038923,1.8624889412999068
4.7313139099742925,0.21544346900318834,1.8220389727114759
4.7313139099742925,0.2610157215682536,1.8495025498819215
4.7313139099742925,0.31622776601683794,1.9365698134683993
4.7313139099742925,0.3831186849557287,1.9648853619237847
4.7313139099742925,0.46415888336127775,1.902276020980046
4.7313139099742925,0.5623413251903491,2.024168793230039
4.7313139099742925,0.6812920690579611,1.9094191810831984
4.7313139099742925,0.8254041852680182,1.9345045266336682
4.7313139099742925,1.0,1.9646079767166582
5.145678512808101,0.01,1.6224232062780632
5.145678512808101,0.012115276586285882,1.6090958753756042
5.145678512808101,0.014677992676220698,1.6005135756368367
5.145678512808101,0.01778279410038923,1.6347863737110844
5.145678512808101,0.021544346900318832,1.5985106026279032
5.145678512808101,0.026101572156825358,1.5987652836657054
5.145678512808101,0.03162277660168379,1.6368119958036107
5.145678512808101,0.03831186849557287,1.6644294536740971
5.145678512808101,0.046415888336127774,1.6933144959498205
5.145678512808101,0.05623413251903491,1.7529896409065195
5.145678512808101,0.06812920690579612,1.7415336367227716
5.145678512808101,0.08254041852680181,1.7406264483946188
5.145678512808101,0.1,1.8008515996769878
5.145678512808101,0.12115276586285882,1.806348356661823
5.145678512808101,0.1467799267622069,1.921281998682057
5.145678512808101,0.1778279410038923,1.922777902536895
5.145678512808101,0.21544346900318834,1.965419938069133
5.145678512808101,0.2610157215682536,1.9786522097301844
5.145678512808101,0.31622776601683794,1.9376430448225757
5.145678512808101,0.3831186849557287,1.9848484891144726
5.145678512808101,0.46415888336127775,1.9496625926471989
5.145678512808101,0.5623413251903491,1.9794571689033722
5.145678512808101,0.6812920690579611,1.9970956690529733
5.145678512808101,0.8254041852680182,2.01514962693498
5.145678512808101,1.0,2.023456042313256
5.596332828679055,0.01,1.6471914943384143
5.596332828679055,0.012115276586285882,1.6085212849458304
5.596332828679055,0.014677992676220698,1.3885095890829504
5.596332828679055,0.01778279410038923,1.6596006679988131
5.596332828679055,0.021544346900318832,1.5882997037579876
5.596332828679055,0.026101572156825358,1.7135703670739835
5.596332828679055,0.03162277660168379,1.7228734444172278
5.596332828679055,0.03831186849557287,1.7901690897008342
5.596332828679055,0.046415888336127774,1.7421734036335648
5.596332828679055,0.05623413251903491,1.761160152980741
5.596332828679055,0.06812920690579612,1.79234087064925
5.596332828679055,0.08254041852680181,1.8103259260504112
5.596332828679055,0.1,1.8405719073558777
5.596332828679055,0.12115276586285882,1.8532550913099646
5.596332828679055,0.1467799267622069,1.901306730343562
5.596332828679055,0.1778279410038923,1.871587861956358
5.596332828679055,0.21544346900318834,1.946521129615326
5.596332828679055,0.2610157215682536,1.9807112573557026
5.596332828679055,0.31622776601683794,2.0089914327239478
5.596332828679055,0.3831186849557287,2.0471752291565406
5.596332828679055,0.46415888336127775,2.0480964461216553
5.596332828679055,0.5623413251903491,2.079511546776285
5.596332828679055,0.6812920690579611,2.0033978368446
5.596332828679055,0.8254041852680182,2.024463571148245
5.596332828679055,1.0,2.0279395779046165
6.086455080976199,0.01,1.6828671438195797
6.086455080976199,0.012115276586285882,1.7150884091563987
6.086455080976199,0.014677992676220698,1.7575144598598684
6.086455080976199,0.01778279410038923,1.7118439059307318
6.086455080976199,0.021544346900318832,1.693820072992595
6.086455080976199,0.026101572156825358,1.7294842450750008
6.086455080976199,0.03162277660168379,1.7583414136787587
6.086455080976199,0.03831186849557287,1.7950753601542169
6.086455080976199,0.046415888336127774,1.780465883891398
6.086455080976199,0.05623413251903491,1.7743639200317307
6.086455080976199,0.06812920690579612,1.863205211686523
6.086455080976199,0.08254041852680181,1.8314038328687223
6.086455080976199,0.1,1.93617430090208
6.086455080976199,0.12115276586285882,1.9058475468576734
6.086455080976199,0.1467799267622069,1.9295668094626506
6.086455080976199,0.1778279410038923,1.94685495041145
6.086455080976199,0.21544346900318834,1.9520186740598566
6.086455080976199,0.2610157215682536,2.0116403181791527
6.086455080976199,0.31622776601683794,2.0269280388993365
6.086455080976199,0.3831186849557287,2.0605740693302828
6.086455080976199,0.46415888336127775,2.11006457627209
6.086455080976199,0.5623413251903491,2.0774343953881713
6.086455080976199,0.6812920690579611,2.093968564675736
6.086455080976199,0.8254041852680182,2.0944304441716888
6.086455080976199,1.0,2.049957929235506
6.619501839293746,0.01,1.7015536671296472
6.619501839293746,0.012115276586285882,1.7209079581061832
6.619501839293746,0.014677992676220698,1.7384976958949538
6.619501839293746,0.01778279410038923,1.7159635402653235
6.619501839293746,0.021544346900318832,1.762876728554549
6.619501839293746,0.026101572156825358,1.7522034703372842
6.619501839293746,0.03162277660168379,1.804859333094813
6.619501839293746,0.03831186849557287,1.7973531167618122
6.619501839293746,0.046415888336127774,1.7755592880688587
6.619501839293746,0.05623413251903491,1.8178083700570915
6.619501839293746,0.06812920690579612,1.8533031119828411
6.619501839293746,0.08254041852680181,1.8782757452954348
6.619501839293746,0.1,1.9026056664391322
6.619501839293746,0.12115276586285882,1.8348629612604805
6.619501839293746,0.1467799267622069,1.9953781075982067
6.619501839293746,0.1778279410038923,2.024226540823098
6.619501839293746,0.21544346900318834,2.0558064673688663
6.619501839293746,0.2610157215682536,2.044401891826291
6.619501839293746,0.31622776601683794,2.10021067080538
6.619501839293746,0.3831186849557287,2.1112827863811043
6.619501839293746,0.46415888336127775,2.111952568011934
6.619501839293746,0.5623413251903491,2.129704494024233
6.619501839293746,0.6812920690579611,2.142383934840434
6.619501839293746,0.8254041852680182,2.129619700322736
6.619501839293746,1.0,2.1381123982010393
7.1992323967640965,0.01,1.72078725510992
7.1992323967640965,0.012115276586285882,1.7436000097179774
7.1992323967640965,0.014677992676220698,1.724833363449302
7.1992323967640965,0.01778279410038923,1.757301277305352
7.1992323967640965,0.021544346900318832,1.7889054144893144
7.1992323967640965,0.026101572156825358,1.7991413657804947
7.1992323967640965,0.03162277660168379,1.8551932787559209
7.1992323967640965,0.03831186849557287,1.8119118757944077
7.1992323967640965,0.046415888336127774,1.815944276038413
7.1992323967640965,0.05623413251903491,1.902503333410761
7.1992323967640965,0.06812920690579612,1.89437383734405
7.1992323967640965,0.08254041852680181,1.8826524277976142
7.1992323967640965,0.1,1.9763833293895772
7.1992323967640965,0.12115276586285882,1.9896459550007386
7.1992323967640965,0.1467799267622069,2.0008995605834867
7.1992323967640965,0.1778279410038923,2.024195854091497
7.1992323967640965,0.21544346900318834,2.06811279324786
7.1992323967640965,0.2610157215682536,2.113592946493544
7.1992323967640965,0.31622776601683794,2.125722764213734
7.1992323967640965,0.3831186849557287,2.153470076605525
7.1992323967640965,0.46415888336127775,2.132607431860424
7.1992323967640965,0.5623413251903491,2.14099505343936
7.1992323967640965,0.6812920690579611,2.1452534734420685
7.1992323967640965,0.8254041852680182,2.1481859051771868
7.1992323967640965,1.0,2.170011321919467
7.829735282337729,0.01,1.7582051575098618
7.829735282337729,0.012115276586285882,1.7688672816349162
7.829735282337729,0.014677992676220698,1.7686651799084154
7.829735282337729,0.01778279410038923,1.7666536860301918
7.829735282337729,0.021544346900318832,1.75857669605495
7.829735282337729,0.026101572156825358,1.8247314905058223
7.829735282337729,0.03162277660168379,1.8601073328927642
7.829735282337729,0.03831186849557287,1.8306716754238255
7.829735282337729,0.046415888336127774,1.9056324718109645
7.829735282337729,0.05623413251903491,1.913264092185981
7.829735282337729,0.06812920690579612,1.8898030542753843
7.829735282337729,0.08254041852680181,1.929833273407441
7.829735282337729,0.1,1.9636792249800894
7.829735282337729,0.12115276586285882,1.9893325238826673
7.829735282337729,0.1467799267622069,2.0134950019927538
7.829735282337729,0.1778279410038923,2.061529428397729
7.829735282337729,0.21544346900318834,2.1407688643931224
7.829735282337729,0.2610157215682536,2.124026082734597
7.829735282337729,0.31622776601683794,2.1692086855604593
7.829735282337729,0.3831186849557287,2.19019566207869
7.829735282337729,0.46415888336127775,2.1840512103944234
7.829735282337729,0.5623413251903491,2.200403410937497
7.829735282337729,0.6812920690579611,2.205306509551337
7.829735282337729,0.8254041852680182,2.1891355229948095
7.829735282337729,1.0,2.196838697261841
8.515457094986884,0.01,1.819786402071504
8.515457094986884,0.012115276586285882,1.805820417370483
8.515457094986884,0.014677992676220698,1.816799440729075
8.515457094986884,0.01778279410038923,1.8271200131480703
8.515457094986884,0.021544346900318832,1.839313006346588
8.515457094986884,0.026101572156825358,1.832334611522711
8.515457094986884,0.03162277660168379,1.8981653173344726
8.515457094986884,0.03831186849557287,1.918818472059559
